id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
11290,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2016,Casual,Wrangler Men Blue Floyd Fit Jeans
11291,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2016,Casual,Wrangler Men Blue Millard Jeans
11292,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2016,Casual,Wrangler Men Blue Millard Jeans
11293,Men,Apparel,Bottomwear,Jeans,NA,Fall,2016,Casual,Wrangler Men Blue Texas Jeans
11294,Men,Apparel,Bottomwear,Jeans,Blue,Spring,2013,Casual,Wrangler Men Blue Floyd Jeans
11295,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Wrangler Men Blue Texas Jeans
11296,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Wrangler Men Blue Custom Jeans
11297,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Wrangler Men Blue Custom Jeans
11298,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Wrangler Men Blue Floyd Jeans
11301,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Wrangler Women Blue Custom Jeans
11302,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Wrangler Women Blue Michelle Jeans
11303,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Wrangler Women Blue Sophia Jeans
11304,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Wrangler Women Blue Custom Jeans
11305,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Wrangler Women Blue Custom Jeans
11306,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Wrangler Women Blue Sophia Jeans
11307,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Wrangler Women Blue Michelle Jeans
11308,Men,Apparel,Bottomwear,Jeans,Black,Spring,2013,Casual,Wrangler Men Black Jim Slim Fit Jeans
11309,Men,Apparel,Bottomwear,Jeans,NA,Fall,2016,Casual,Wrangler Men Blue Floyd Jeans
11310,Men,Apparel,Bottomwear,Jeans,Black,Summer,2016,Casual,Wrangler Men Black Texas Jeans
11311,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2016,Casual,Wrangler Men Blue Texas Jeans
11312,Men,Apparel,Bottomwear,Trousers,Beige,Fall,2011,Casual,Scullers Men Rugged Chinos Beige Trousers
11315,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,United Colors of Benetton Women Washed Blue Jeans
11316,Women,Apparel,Bottomwear,Trousers,Beige,Fall,2011,Casual,United Colors of Benetton Women Beige Trouser
11317,Women,Apparel,Bottomwear,Jeans,Black,Fall,2011,Casual,United Colors of Benetton Women Washed Black Jeans
11318,Women,Apparel,Bottomwear,Jeans,Black,Fall,2011,Casual,United Colors of Benetton Women Solid Black Jeans
11319,Women,Apparel,Bottomwear,Capris,Blue,Fall,2011,Casual,United Colors of Benetton Women Washed Blue Capris
11320,Men,Apparel,Bottomwear,Jeans,Grey,Fall,2011,Casual,United Colors of Benetton Men Washed Grey Jeans
11323,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,United Colors of Benetton Men Washed Blue Jeans
11324,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011,Smart Casual,United Colors of Benetton Men Black and Brown Checked Trousers
11327,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,United Colors of Benetton Men Washed Blue Jeans
11328,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,United Colors of Benetton Men Washed Blue Jeans
11329,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011,Casual,United Colors of Benetton Men Solid Grey Trousers
11330,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,United Colors of Benetton Men Washed Blue Jeans
11331,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,United Colors of Benetton Men Washed Blue Jeans
11332,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,United Colors of Benetton Men Washed Blue Jeans
11334,Men,Apparel,Bottomwear,Jeans,Navy Blue,Fall,2011,Casual,United Colors of Benetton Men Washed Navy Blue Jeans
11335,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,United Colors of Benetton Men Washed Blue Jeans
11336,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,United Colors of Benetton Men Washed Blue Jeans
11338,Women,Apparel,Topwear,Tops,Black,Fall,2011,Casual,United Colors of Benetton Women Solid Black Tops
11339,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2017,Casual,Lee Men Blue Chicago Fit Jeans
11340,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2017,Casual,Lee Men Blue Chicago Fit Jeans
11341,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2017,Casual,Lee Men Light Blue Chicago Fit Jeans
11342,Men,Apparel,Bottomwear,Jeans,Black,Spring,2013,Casual,Lee Men Black Chicago Fit Jeans
11343,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2017,Casual,Lee Men Blue Chicago Fit Jeans
11344,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2017,Casual,Lee Men Blue Chicago Fit Jeans
11345,Men,Apparel,Bottomwear,Jeans,Black,Fall,2011,Casual,Lee Men Elvira Rinse Black Jeans
11346,Men,Apparel,Bottomwear,Jeans,Blue,Spring,2013,Casual,Lee Men Blue Zed Fit Jeans
11347,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2017,Casual,Lee Men Elvira Rinse Blue Chicago Fit Jeans
11348,Men,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2017,Casual,Lee Men Navy Blue Powell Fit Jeans
11349,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2017,Casual,Lee Men Blue Chicago Fit Jeans
11350,Men,Apparel,Bottomwear,Jeans,Blue,Spring,2013,Casual,Lee Men Msyria Blue Chicago Fit Jeans
11351,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual,Lee Men BUD PWL Blue Jeans
11353,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2013,Casual,Lee Men Sanskrit Blue Rodeo Fit Jeans
11354,Men,Apparel,Bottomwear,Jeans,Blue,Spring,2013,Casual,Lee Men Mickey Blue Powell Fit Jeans
11355,Women,Apparel,Topwear,Tops,Black,Fall,2011,Casual,United Colors Of Benetton Women Light Winter Black Tops
11356,Women,Apparel,Topwear,Tshirts,Peach,Fall,2011,Casual,United Colors Of Benetton Women Light Winter Peach Peach T-Shirt
11357,Women,Apparel,Topwear,Sweatshirts,Black,Fall,2011,Casual,United Colors Of Benetton Women Light Winter Black Sweatshirts
11358,Women,Apparel,Topwear,Tops,Purple,Fall,2011,Casual,United Colors Of Benetton Women Light Winter Purple Tops
11359,Women,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual,United Colors Of Benetton Women Light Winter Grey T-Shirts
11360,Women,Apparel,Topwear,Tops,White,Fall,2011,Casual,United Colors Of Benetton Women Light Winter White Tops
11361,Women,Apparel,Topwear,Tops,Pink,Fall,2011,Casual,United Colors Of Benetton Women Winter Pink Top
11362,Women,Apparel,Topwear,Tops,Beige,Fall,2011,Casual,United Colors of Benetton Women  Printed Beige Top
11363,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,United Colors of Benetton Men Solid Black Tshirt
11364,Women,Apparel,Topwear,Tops,Magenta,Fall,2011,Casual,United Colors of Benetton Women Magenta Top
11365,Women,Apparel,Topwear,Tops,Black,Fall,2011,Casual,United Colors Of Benetton Women Light Winter Black Tops
11366,Women,Apparel,Topwear,Tops,Purple,Fall,2011,Casual,United Colors of Benetton Women  Light Purple Printed Top
11367,Women,Apparel,Topwear,Tops,Purple,Fall,2011,Casual,United Colors Of Benetton Women Light Winter Purple Tops
11368,Women,Apparel,Topwear,Jackets,Black,Fall,2011,Casual,United Colors Of Benetton Women Light Winter Black Jackets
11369,Women,Apparel,Topwear,Tops,Pink,Fall,2011,Casual,United Colors Of Benetton Women Light Winter Pink Tops
11370,Women,Apparel,Topwear,Sweatshirts,Green,Fall,2011,Casual,United Colors Of Benetton Women Light Wintersweat Green Sweatshirts
11371,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,United Colors Of Benetton Men Summer Black Shirts
11372,Women,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,United Colors Of Benetton Women Light Winter Blue Shirts
11373,Women,Apparel,Topwear,Tops,Pink,Fall,2011,Casual,United Colors Of Benetton Women Light Winter Pink Tops
11374,Women,Apparel,Topwear,Tops,Red,Fall,2011,Casual,United Colors Of Benetton Women Light Winter Red Tops
11375,Women,Apparel,Topwear,Shirts,White,Fall,2011,Casual,United Colors Of Benetton Women Winter White Shirt
11376,Women,Apparel,Topwear,Tops,Grey,Fall,2011,Casual,United Colors Of Benetton Women Light Winter Grey Tops
11377,Men,Apparel,Topwear,Shirts,Pink,Fall,2011,Formal,United Colors of Benetton Men Summer Pink Shirts
11378,Men,Apparel,Topwear,Shirts,White,Fall,2011,Formal,United Colors of Benetton Men Summer White Shirts
11379,Women,Apparel,Topwear,Tops,Blue,Fall,2011,Casual,United Colors Of Benetton Women Winter Blue Top
11380,Women,Apparel,Topwear,Tops,Black,Fall,2011,Casual,United Colors Of Benetton Women Light Winter Black Tops
11381,Women,Apparel,Topwear,Tops,Multi,Fall,2011,Casual,United Colors of Benetton Women Multi Coloured Top
11382,Women,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual,United Colors Of Benetton Women Light Winter Grey T-Shirts
11383,Women,Apparel,Topwear,Tops,Black,Fall,2011,Casual,United Colors Of Benetton Women Light Winter Black Tops
11384,Men,Apparel,Topwear,Shirts,Red,Fall,2011,Casual,United Colors of Benetton Men White & Red Check Shirt
11385,Women,Apparel,Topwear,Sweatshirts,Black,Fall,2011,Casual,United Colors Of Benetton Women Light Winter Black Sweatshirts
11386,Women,Apparel,Topwear,Sweatshirts,Green,Fall,2011,Casual,United Colors Of Benetton Women Light Winter Green Sweatshirts
11387,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,United Colors of Benetton Men Light Winter Blue Shirts
11388,Men,Apparel,Topwear,Tshirts,Maroon,Fall,2011,Casual,United Colors of Benetton Men Light WinterMaroon Maroon Tshirts
11389,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,United Colors of Benetton Men White T-shirt
11391,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual,United Colors of Benetton Men Black Polo T-shirt
11393,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,United Colors of Benetton Men White Polo T-shirt
11395,Men,Apparel,Topwear,Tshirts,Red,Fall,2011,Casual,United Colors of Benetton Men Light Winter Red Tshirts
11396,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011,Casual,United Colors of Benetton Men Light Winter Purple Tshirts
11397,Men,Apparel,Topwear,Sweaters,Black,Fall,2011,Casual,United Colors of Benetton Men Light WinterSweater Black Sweaters
11398,Men,Apparel,Topwear,Shirts,Brown,Fall,2011,Casual,United Colors of Benetton Men Winter Brown Shirt
11399,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011,Casual,United Colors of Benetton Men Grey Sweatshirt
11401,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,United Colors Of Benetton Men Light Winter Blue Shirts
11402,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2011,Casual,United Colors of Benetton Men Winter Black Sweatshirts
11403,Women,Apparel,Topwear,Tops,Red,Fall,2011,Casual,United Colors of Benetton Women Light Winter Red Tops
11404,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,United Colors of Benetton Men Solid Black Shirts
11405,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,United Colors Of Benetton Men Light Winter White T-Shirts
11406,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,United Colors Of Benetton Men Light Winter Blue T-Shirts
11407,Women,Apparel,Topwear,Shirts,Purple,Fall,2011,Casual,United Colors of Benetton Women  Winter Purple Shirt
11408,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2011,Casual,United Colors of Benetton Men Light Winter Black Sweatshirts
11409,Men,Apparel,Topwear,Tshirts,Red,Fall,2011,Casual,United Colors of Benetton Men Light Winter Red Tshirts
11410,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual,United Colors of Benetton Men Winter Grey T-shirt
11411,Men,Apparel,Topwear,Shirts,Olive,Fall,2011,Casual,United Colors of Benetton Men Olive Shirts
11413,Men,Apparel,Topwear,Shirts,Olive,Fall,2011,Casual,United Colors of Benetton Men Olive Shirts
11414,Men,Apparel,Topwear,Shirts,Black,Summer,2011,Casual,United Colors of Benetton Men Solid Black Shirt
11415,Women,Apparel,Topwear,Tops,Brown,Fall,2011,Casual,United Colors of Benetton Women Light Winter Brown Top
11416,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2011,Casual,United Colors of Benetton Men Black Sweatshirt
11417,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,United Colors of Benetton Men Light Winter Blue Tshirts
11418,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual,United Colors of Benetton Men Light Winter Black Tshirts
11420,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,United Colors of Benetton Men Light Winter Blue Tshirts
11421,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Casual,United Colors of Benetton Men Light Winter Navy Blue Tshirts
11422,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,United Colors of Benetton Men Summer Blue T-shirt
11423,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,United Colors of Benetton Men Light Winter White Tshirts
11424,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,United Colors of Benetton Men Light Blue Shirts
11425,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual,United Colors of Benetton Men Summer Grey Tshirts
11426,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,United Colors of Benetton Men Light Blue Shirts
11427,Women,Apparel,Topwear,Tops,Purple,Fall,2011,Casual,United Colors of Benetton Women Light Winter Purple Tops
11428,Women,Apparel,Topwear,Tops,Black,Fall,2011,Casual,United Colors of Benetton Women  Winter Black Animal Print Top
11429,Women,Apparel,Topwear,Tops,Black,Fall,2011,Casual,United Colors of Benetton Women Black Light Winter Top
11430,Women,Apparel,Topwear,Tshirts,Brown,Fall,2011,Casual,United Colors of Benetton Women Brown T-shirt
11431,Women,Apparel,Topwear,Tshirts,Purple,Fall,2011,Casual,United Colors of Benetton Women Purple T-shirt
11432,Women,Apparel,Topwear,Tops,Purple,Fall,2011,Casual,United Colors of Benetton Women Winter Purple Top
11433,Women,Apparel,Topwear,Sweaters,Mauve,Fall,2011,Casual,United Colors of Benetton Women Light Winter Mauve Vest
11434,Women,Apparel,Topwear,Tops,Grey,Fall,2011,Casual,United Colors of Benetton Women Light Winter Grey Tops
11435,Women,Apparel,Topwear,Tops,White,Fall,2011,Casual,United Colors of Benetton Women Light Winter White Tops
11436,Women,Apparel,Topwear,Tshirts,Peach,Fall,2011,Casual,United Colors of Benetton Women Light Winter Peach T-shirt
11437,Women,Apparel,Topwear,Tops,Purple,Fall,2011,Casual,United Colors of Benetton Women Light Winter Purple Tops
11438,Women,Apparel,Topwear,Tops,Black,Fall,2011,Casual,United Colors of Benetton Women  Winter Black Top
11439,Women,Apparel,Topwear,Tops,Navy Blue,Fall,2011,Casual,United Colors of Benetton Women Solid Navy Blue Top
11440,Women,Apparel,Topwear,Tops,White,Fall,2011,Casual,United Colors of Benetton Women Light Winter White Top
11441,Women,Apparel,Topwear,Tops,Blue,Fall,2012,Casual,United Colors of Benetton Teal Top
11442,Women,Apparel,Topwear,Tops,Purple,Fall,2011,Casual,United Colors of Benetton Women Light Winter Purple Tops
11443,Women,Apparel,Topwear,Tops,Pink,Fall,2011,Casual,United Colors of Benetton Women Light Winter Pink Tops
11444,Women,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual,United Colors of Benetton Women Light Winter Green T-shirt
11445,Women,Apparel,Topwear,Tops,White,Fall,2011,Casual,United Colors of Benetton Women  Winter White Printed Top
11446,Women,Apparel,Topwear,Tops,White,Fall,2011,Casual,United Colors of Benetton Women White Light Winter Top
11447,Women,Apparel,Topwear,Sweaters,White,Fall,2011,Casual,United Colors of Benetton Women Light Winter White Sweater
11448,Women,Apparel,Topwear,Tops,Pink,Fall,2011,Casual,United Colors of Benetton Women Light Winter Pink Tops
11449,Women,Apparel,Topwear,Tops,Blue,Fall,2011,Casual,United Colors of Benetton Women Light Winter Blue Tops
11450,Men,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual,United Colors of Benetton Men Light Green Tshirts
11451,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual,United Colors of Benetton Men Light Black Tshirts
11454,Men,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual,United Colors of Benetton Men Summer Green Tshirts
11455,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,United Colors of Benetton Men Light Winters Black Shirts
11456,Men,Apparel,Topwear,Tshirts,Olive,Fall,2011,Casual,United Colors of Benetton Men Light Winter Olive Tshirts
11457,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual,United Colors of Benetton Men Light Winter Black Tshirts
11459,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal,United Colors of Benetton Men Light Winters Blue Shirts
11461,Men,Apparel,Topwear,Shirts,White,Fall,2011,Casual,United Colors of Benetton Men Light White Shirts
11462,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,United Colors of Benetton Men White Polo T-shirt
11463,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,United Colors of Benetton Men  Winter White T-shirt
11464,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,United Colors of Benetton Men Light Winter Blue Tshirts
11465,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,United Colors of Benetton Men Summer Blue Shirts
11466,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011,Casual,United Colors of Benetton Men Solid Navy Blue Polo Tshirt
11467,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,United Colors of Benetton Men Striped Blue Shirt
11468,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,United Colors of Benetton Men Summer Navy Blue Shirt
11469,Men,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual,United Colors of Benetton Men Light Winter Green Tshirts
11471,Women,Apparel,Topwear,Tops,Brown,Fall,2011,Casual,United Colors of Benetton Women Light Winter Brown Tops
11472,Women,Apparel,Topwear,Tops,Blue,Fall,2011,Casual,United Colors of Benetton Women Blue Winter Printed Top
11473,Men,Apparel,Topwear,Shirts,White,Fall,2011,Casual,United Colors of Benetton Men Summer White Shirts
11475,Women,Apparel,Topwear,Shirts,Orange,Fall,2011,Casual,United Colors of Benetton Women Light Winter Orange Shirts
11478,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,United Colors of Benetton Men Blue Polo T-shirt
11479,Women,Apparel,Topwear,Tops,Purple,Fall,2011,Casual,United Colors of Benetton Women Light Winter Purple Tops
11480,Women,Apparel,Topwear,Tops,Grey,Fall,2011,Casual,United Colors of Benetton Women Light Winter Grey Top
11481,Women,Apparel,Topwear,Tops,Green,Fall,2011,Casual,United Colors of Benetton Women Light Winter Green Tops
11482,Women,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,United Colors of Benetton Women Light Winter Blue Shirts
11483,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Puma Men Puma Black mens watch Black Watches
11484,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Puma Men Ocean Black Watch
11485,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Puma Men Race Luminous 3HD Silver green Black Watches
11486,Men,Accessories,Watches,Watches,Black,Winter,2016,Sports,Puma Men Top Fluctuation Gents Black Black Watches
11487,Men,Accessories,Watches,Watches,Black,Winter,2016,Sports,Puma Men Flux-M Black Red Black Watches
11488,Men,Accessories,Watches,Watches,White,Winter,2016,Casual,Puma Men Acceleration White Watch
11489,Women,Accessories,Watches,Watches,Black,Winter,2016,Casual,Puma Women Flash Black Watch
11490,Women,Accessories,Watches,Watches,Black,Winter,2016,Casual,Puma Women Flux-M Black Watch
11491,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Puma Men Top Indication Silver Black Watch
11492,Women,Footwear,Shoes,Heels,Brown,Winter,2015,Casual,Catwalk Women Bronze Brown Wedges
11493,Women,Footwear,Shoes,Heels,Pink,Winter,2015,Casual,Catwalk Women Lifestyle Pink Wedges
11495,Women,Footwear,Shoes,Flats,Grey,Winter,2015,Casual,Catwalk Women Gun Metal Grey Ballerinas
11496,Women,Footwear,Shoes,Heels,Grey,Winter,2015,Casual,Catwalk Women Gun Metal Grey Flats
11497,Women,Footwear,Shoes,Heels,Pink,Winter,2015,Casual,Catwalk Women Lifestyle Pink Flats
11498,Women,Footwear,Shoes,Heels,White,Winter,2015,Casual,Catwalk Women Lifestyle White Heels
11499,Women,Footwear,Shoes,Heels,Blue,Winter,2015,Casual,Catwalk Women Lifestyle Blue Flats
11500,Women,Footwear,Shoes,Heels,Black,Winter,2015,Casual,Catwalk Women Lifestyle Black Heels
11502,Women,Footwear,Shoes,Heels,Silver,Winter,2015,Casual,Catwalk Women Lifestyle Silver Flats
11503,Women,Footwear,Shoes,Heels,Blue,Spring,2013,Casual,Catwalk Women Lifestyle Blue Flats
11504,Women,Footwear,Shoes,Flats,Black,Winter,2015,Casual,Catwalk Women Black Flats
11505,Women,Footwear,Shoes,Heels,Black,Winter,2015,Casual,Catwalk Women Lifestyle Black Flats
11506,Women,Footwear,Shoes,Heels,Grey,Winter,2015,Casual,Catwalk Women Lifestyle Grey Flats
11507,Women,Footwear,Shoes,Heels,Brown,Winter,2015,Casual,Catwalk Women Lifestyle Brown Flats
11508,Women,Footwear,Shoes,Heels,Black,Winter,2015,Casual,Catwalk Women Lifestyle Black Heels
11509,Women,Footwear,Shoes,Flats,Tan,Winter,2015,Casual,Catwalk Women Lifestyle Tan Flats
11510,Women,Footwear,Shoes,Heels,Beige,Winter,2015,Casual,Catwalk Women Lifestyle Beige Flats
11511,Women,Footwear,Shoes,Flats,Gold,Winter,2015,Casual,Catwalk Women Lifestyle Gold Toned Ballerinas
11512,Women,Footwear,Shoes,Heels,Brown,Winter,2015,Casual,Catwalk Women Bronze Brown Wedges
11513,Women,Footwear,Shoes,Heels,Blue,Winter,2015,Casual,Catwalk Women Lifestyle Blue Flats
11514,Women,Footwear,Shoes,Heels,Black,Winter,2015,Casual,Catwalk Women Lifestyle Black Heels
11515,Women,Footwear,Shoes,Heels,Black,Winter,2015,Casual,Catwalk Women Lifestyle Black Heels
11516,Women,Footwear,Shoes,Heels,Black,Winter,2015,Casual,Catwalk Women Lifestyle Black Heels
11517,Women,Footwear,Shoes,Heels,White,Winter,2015,Casual,Catwalk Women Lifestyle White Shoes
11518,Women,Footwear,Shoes,Heels,Grey,Winter,2015,Casual,Catwalk Women Gun Metal Grey Heels
11519,Women,Footwear,Shoes,Heels,Brown,Winter,2015,Casual,Catwalk Women Bronze Brown Heels
11520,Women,Apparel,Bottomwear,Jeans,Black,Fall,2011,Casual,United Colors of Benetton Women Denim Black Jeans
11521,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,United Colors of Benetton Men Blue T-shirt
11522,Men,Apparel,Topwear,Sweaters,Blue,Fall,2011,Casual,United Colors of Benetton Men Blue Sweater
11523,Men,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual,United Colors of Benetton Men Light Winter Green Tshirts
11524,Men,Apparel,Topwear,Sweatshirts,Blue,Fall,2011,Casual,United Colors of Benetton Men Blue Sweatshirt
11525,Women,Apparel,Topwear,Tops,White,Fall,2011,Casual,United Colors of Benetton Women White Top
11526,Women,Apparel,Topwear,Tops,Black,Fall,2011,Casual,United Colors of Benetton Women Light Winter Black Tops
11527,Men,Apparel,Topwear,Tshirts,Olive,Fall,2011,Casual,United Colors of Benetton Men Olive Tshirts
11529,Men,Apparel,Topwear,Sweaters,Grey,Fall,2011,Casual,United Colors Of Benetton Men Heavy Winter Grey Sweaters
11530,Men,Apparel,Topwear,Sweatshirts,Green,Fall,2011,Casual,United Colors of Benetton Men Light Winter Green Sweatshirts
11531,Men,Apparel,Topwear,Tshirts,Olive,Fall,2011,Casual,United Colors of Benetton Men Light Winter Olive Tshirts
11532,Women,Apparel,Topwear,Tops,Black,Fall,2011,Casual,United Colors of Benetton Women Light Winter Black Tops
11533,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,United Colors of Benetton Men Light Winter Blue Tshirt
11534,Women,Apparel,Topwear,Kurtas,Purple,Summer,2011,Ethnic,W Women Printed Purple Kurtas
11535,Women,Apparel,Topwear,Kurtas,White,Summer,2011,Ethnic,W Women Printed White Kurtas
11536,Women,Apparel,Topwear,Kurtas,Pink,Summer,2011,Ethnic,W Women Printed Pink Kurtas
11537,Women,Apparel,Topwear,Kurtas,Blue,Summer,2011,Ethnic,W Women Printed Blue Kurtas
11538,Women,Apparel,Topwear,Kurtas,White,Summer,2011,Ethnic,W Women Printed White Kurtas
11539,Women,Apparel,Topwear,Kurtas,White,Summer,2011,Ethnic,W Women Printed White Kurtas
11540,Women,Apparel,Topwear,Kurtas,Purple,Summer,2011,Ethnic,W Women Printed Purple Kurtas
11541,Women,Apparel,Topwear,Kurtas,Blue,Summer,2011,Ethnic,W Women Printed Blue Kurtas
11542,Women,Apparel,Topwear,Kurtas,Beige,Summer,2011,Ethnic,W Women Printed  Beige Kurtas
11543,Women,Apparel,Topwear,Kurtas,Grey,Summer,2011,Ethnic,W Women Solid Grey Kurtas
11544,Women,Apparel,Topwear,Kurtas,Green,Summer,2011,Ethnic,W Women Printed Green Kurtas
11545,Women,Apparel,Topwear,Kurtas,Green,Summer,2011,Ethnic,W Women Printed Green Kurtas
11546,Women,Apparel,Topwear,Kurtas,Grey,Summer,2011,Ethnic,W Women Printed Grey Kurtas
11547,Women,Apparel,Topwear,Kurtas,Green,Summer,2011,Ethnic,W Women Printed Green Kurtas
11548,Women,Apparel,Topwear,Kurtas,Black,Summer,2011,Ethnic,W Women Printed Black Kurtas
11549,Women,Apparel,Topwear,Kurtas,Grey,Summer,2011,Ethnic,W Women Printed Grey Kurtas
11550,Women,Apparel,Topwear,Kurtas,Blue,Summer,2011,Ethnic,W Women Printed Blue Kurtas
11551,Women,Apparel,Topwear,Kurtas,Blue,Summer,2011,Ethnic,W Women Printed Blue Kurtas
11552,Women,Apparel,Topwear,Kurtas,White,Summer,2011,Ethnic,W Women Printed White Kurtas
11553,Women,Apparel,Topwear,Kurtas,Red,Summer,2011,Ethnic,W Women Printed Red Kurtas
11554,Women,Apparel,Topwear,Kurtis,Pink,Summer,2011,Ethnic,W Women Printed Pink Kurtis
11555,Women,Apparel,Topwear,Kurtas,Pink,Summer,2011,Ethnic,W Women Printed Pink Kurtas
11556,Women,Apparel,Topwear,Kurtis,Cream,Summer,2011,Ethnic,W Women Printed Cream Kurtis
11557,Women,Apparel,Topwear,Kurtas,White,Summer,2011,Ethnic,W Women Printed White Kurtas
11558,Women,Apparel,Topwear,Kurtas,Green,Summer,2011,Ethnic,W Women Printed Blue Kurtas
11559,Women,Apparel,Topwear,Kurtas,White,Summer,2011,Ethnic,W Women Printed White Kurtas
11560,Women,Apparel,Topwear,Kurtas,Cream,Summer,2011,Ethnic,W Women Printed Cream Kurtas
